bidprice,clicks, CTR, spend, avgCPM, avgCPC
245,53,0.063%,6250,74.55475897937518,117.9245283018868,
246,53,0.063%,6250,74.6126113220161,117.9245283018868,
247,53,0.063%,6250,74.69911197695681,117.9245283018868,
248,54,0.065%,6250,74.76970929537026,115.74074074074075,
249,54,0.065%,6250,74.82879172453427,115.74074074074075,
250,54,0.065%,6250,74.98320376235723,115.74074074074075,
251,54,0.065%,6250,75.08860455337297,115.74074074074075,
252,54,0.065%,6250,75.2133049327894,115.74074074074075,
253,54,0.065%,6250,75.28850555328016,115.74074074074075,
254,54,0.065%,6250,75.34114470321616,115.74074074074075,
255,54,0.065%,6250,75.3956765103262,115.74074074074075,
256,54,0.065%,6250,75.46213008463833,115.74074074074075,
257,54,0.065%,6250,75.52231231194945,115.74074074074075,
258,54,0.065%,6250,75.58624693119837,115.74074074074075,
259,54,0.065%,6250,75.64204971800643,115.74074074074075,
260,53,0.064%,6250,75.82834888320008,117.9245283018868,
261,53,0.064%,6250,75.89556769884638,117.9245283018868,
262,53,0.064%,6250,75.96382906315328,117.9245283018868,
263,53,0.064%,6250,76.0201909627197,117.9245283018868,
264,52,0.063%,6250,76.07108081791627,120.1923076923077,
265,52,0.063%,6250,76.13502089144973,120.1923076923077,
266,52,0.063%,6250,76.18885082832519,120.1923076923077,
267,52,0.063%,6250,76.23624698104462,120.1923076923077,
268,52,0.063%,6250,76.3060544275825,120.1923076923077,
269,52,0.064%,6250,76.36385851304294,120.1923076923077,
270,52,0.064%,6250,76.43016117592389,120.1923076923077,
271,52,0.064%,6250,76.51343575931934,120.1923076923077,
272,52,0.064%,6250,76.57061648534746,120.1923076923077,
273,52,0.064%,6250,76.60252481921805,120.1923076923077,
274,52,0.064%,6250,76.6899395069757,120.1923076923077,
275,52,0.064%,6250,76.74078803580419,120.1923076923077,
276,52,0.064%,6250,76.80397168698387,120.1923076923077,
277,52,0.064%,6250,76.85024653559088,120.1923076923077,
278,52,0.064%,6250,76.91929012725528,120.1923076923077,
279,52,0.064%,6250,76.95622729791295,120.1923076923077,
280,52,0.064%,6250,77.07010296565755,120.1923076923077,
281,51,0.063%,6250,77.50592145239895,122.54901960784314,
282,51,0.063%,6250,77.55112169942426,122.54901960784314,
283,51,0.063%,6250,77.60986452422048,122.54901960784314,
284,51,0.063%,6250,77.65422128346897,122.54901960784314,
285,51,0.063%,6250,77.69959471891396,122.54901960784314,
286,51,0.063%,6250,77.77694815699743,122.54901960784314,
287,51,0.063%,6250,77.80405825967883,122.54901960784314,
288,51,0.064%,6250,77.87094603854923,122.54901960784314,
289,51,0.064%,6250,77.94669693077086,122.54901960784314,
290,51,0.064%,6250,77.99241289807328,122.54901960784314,
291,51,0.064%,6250,78.05182641273805,122.54901960784314,
292,51,0.064%,6250,78.09571410720979,122.54901960784314,
293,51,0.064%,6250,78.16994771993896,122.54901960784314,
294,51,0.064%,6250,78.19928932485861,122.54901960784314,
295,51,0.064%,6250,78.22865296517887,122.54901960784314,
296,51,0.064%,6250,78.25118002779483,122.54901960784314,
297,51,0.064%,6250,78.2697991283875,122.54901960784314,
298,51,0.064%,6250,78.28842709155361,122.54901960784314,
299,51,0.064%,6250,78.31687634705027,122.54901960784314,
300,51,0.064%,6250,78.41808760241402,122.54901960784314,
301,51,0.064%,6250,78.41808760241402,122.54901960784314,
302,51,0.064%,6250,78.41808760241402,122.54901960784314,
303,51,0.064%,6250,78.41808760241402,122.54901960784314,
304,51,0.064%,6250,78.41808760241402,122.54901960784314,
305,51,0.064%,6250,78.41808760241402,122.54901960784314,
306,51,0.064%,6250,78.41808760241402,122.54901960784314,
307,51,0.064%,6250,78.41808760241402,122.54901960784314,
308,51,0.064%,6250,78.41808760241402,122.54901960784314,
309,51,0.064%,6250,78.41808760241402,122.54901960784314,
310,51,0.064%,6250,78.41808760241402,122.54901960784314,
311,51,0.064%,6250,78.41808760241402,122.54901960784314,
312,51,0.064%,6250,78.41808760241402,122.54901960784314,
313,51,0.064%,6250,78.41808760241402,122.54901960784314,
314,51,0.064%,6250,78.41808760241402,122.54901960784314,
315,51,0.064%,6250,78.41808760241402,122.54901960784314,
316,51,0.064%,6250,78.41808760241402,122.54901960784314,
317,51,0.064%,6250,78.41808760241402,122.54901960784314,
318,51,0.064%,6250,78.41808760241402,122.54901960784314,
319,51,0.064%,6250,78.41808760241402,122.54901960784314,
320,51,0.064%,6250,78.41808760241402,122.54901960784314,
321,51,0.064%,6250,78.41808760241402,122.54901960784314,
322,51,0.064%,6250,78.41808760241402,122.54901960784314,
323,51,0.064%,6250,78.41808760241402,122.54901960784314,
324,51,0.064%,6250,78.41808760241402,122.54901960784314,
325,51,0.064%,6250,78.41808760241402,122.54901960784314,
326,51,0.064%,6250,78.41808760241402,122.54901960784314,
327,51,0.064%,6250,78.41808760241402,122.54901960784314,
328,51,0.064%,6250,78.41808760241402,122.54901960784314,
329,51,0.064%,6250,78.41808760241402,122.54901960784314,
330,51,0.064%,6250,78.41808760241402,122.54901960784314,
331,51,0.064%,6250,78.41808760241402,122.54901960784314,
332,51,0.064%,6250,78.41808760241402,122.54901960784314,
333,51,0.064%,6250,78.41808760241402,122.54901960784314,
334,51,0.064%,6250,78.41808760241402,122.54901960784314,
335,51,0.064%,6250,78.41808760241402,122.54901960784314,
336,51,0.064%,6250,78.41808760241402,122.54901960784314,
337,51,0.064%,6250,78.41808760241402,122.54901960784314,
338,51,0.064%,6250,78.41808760241402,122.54901960784314,
339,51,0.064%,6250,78.41808760241402,122.54901960784314,
340,51,0.064%,6250,78.41808760241402,122.54901960784314,
341,51,0.064%,6250,78.41808760241402,122.54901960784314,
342,51,0.064%,6250,78.41808760241402,122.54901960784314,
343,51,0.064%,6250,78.41808760241402,122.54901960784314,
344,51,0.064%,6250,78.41808760241402,122.54901960784314,
345,51,0.064%,6250,78.41808760241402,122.54901960784314,
346,51,0.064%,6250,78.41808760241402,122.54901960784314,
347,51,0.064%,6250,78.41808760241402,122.54901960784314,
348,51,0.064%,6250,78.41808760241402,122.54901960784314,
349,51,0.064%,6250,78.41808760241402,122.54901960784314,
350,51,0.064%,6250,78.41808760241402,122.54901960784314,
351,51,0.064%,6250,78.41808760241402,122.54901960784314,
352,51,0.064%,6250,78.41808760241402,122.54901960784314,
353,51,0.064%,6250,78.41808760241402,122.54901960784314,
354,51,0.064%,6250,78.41808760241402,122.54901960784314,
355,51,0.064%,6250,78.41808760241402,122.54901960784314,
356,51,0.064%,6250,78.41808760241402,122.54901960784314,
357,51,0.064%,6250,78.41808760241402,122.54901960784314,
358,51,0.064%,6250,78.41808760241402,122.54901960784314,
359,51,0.064%,6250,78.41808760241402,122.54901960784314,
360,51,0.064%,6250,78.41808760241402,122.54901960784314,
361,51,0.064%,6250,78.41808760241402,122.54901960784314,
362,51,0.064%,6250,78.41808760241402,122.54901960784314,
363,51,0.064%,6250,78.41808760241402,122.54901960784314,
364,51,0.064%,6250,78.41808760241402,122.54901960784314,
365,51,0.064%,6250,78.41808760241402,122.54901960784314,
366,51,0.064%,6250,78.41808760241402,122.54901960784314,
367,51,0.064%,6250,78.41808760241402,122.54901960784314,
368,51,0.064%,6250,78.41808760241402,122.54901960784314,
369,51,0.064%,6250,78.41808760241402,122.54901960784314,
370,51,0.064%,6250,78.41808760241402,122.54901960784314,
371,51,0.064%,6250,78.41808760241402,122.54901960784314,
372,51,0.064%,6250,78.41808760241402,122.54901960784314,
373,51,0.064%,6250,78.41808760241402,122.54901960784314,
374,51,0.064%,6250,78.41808760241402,122.54901960784314,
375,51,0.064%,6250,78.41808760241402,122.54901960784314,
376,51,0.064%,6250,78.41808760241402,122.54901960784314,
377,51,0.064%,6250,78.41808760241402,122.54901960784314,
378,51,0.064%,6250,78.41808760241402,122.54901960784314,
379,51,0.064%,6250,78.41808760241402,122.54901960784314,
380,51,0.064%,6250,78.41808760241402,122.54901960784314,
381,51,0.064%,6250,78.41808760241402,122.54901960784314,
382,51,0.064%,6250,78.41808760241402,122.54901960784314,
383,51,0.064%,6250,78.41808760241402,122.54901960784314,
384,51,0.064%,6250,78.41808760241402,122.54901960784314,
385,51,0.064%,6250,78.41808760241402,122.54901960784314,
386,51,0.064%,6250,78.41808760241402,122.54901960784314,
387,51,0.064%,6250,78.41808760241402,122.54901960784314,
388,51,0.064%,6250,78.41808760241402,122.54901960784314,
389,51,0.064%,6250,78.41808760241402,122.54901960784314,
390,51,0.064%,6250,78.41808760241402,122.54901960784314,
391,51,0.064%,6250,78.41808760241402,122.54901960784314,
392,51,0.064%,6250,78.41808760241402,122.54901960784314,
393,51,0.064%,6250,78.41808760241402,122.54901960784314,
394,51,0.064%,6250,78.41808760241402,122.54901960784314,
395,51,0.064%,6250,78.41808760241402,122.54901960784314,
396,51,0.064%,6250,78.41808760241402,122.54901960784314,
397,51,0.064%,6250,78.41808760241402,122.54901960784314,
398,51,0.064%,6250,78.41808760241402,122.54901960784314,
399,51,0.064%,6250,78.41808760241402,122.54901960784314,
400,51,0.064%,6250,78.41808760241402,122.54901960784314,
401,51,0.064%,6250,78.41808760241402,122.54901960784314,
402,51,0.064%,6250,78.41808760241402,122.54901960784314,
403,51,0.064%,6250,78.41808760241402,122.54901960784314,
404,51,0.064%,6250,78.41808760241402,122.54901960784314,
405,51,0.064%,6250,78.41808760241402,122.54901960784314,
406,51,0.064%,6250,78.41808760241402,122.54901960784314,
407,51,0.064%,6250,78.41808760241402,122.54901960784314,
408,51,0.064%,6250,78.41808760241402,122.54901960784314,
409,51,0.064%,6250,78.41808760241402,122.54901960784314,
410,51,0.064%,6250,78.41808760241402,122.54901960784314,
411,51,0.064%,6250,78.41808760241402,122.54901960784314,
412,51,0.064%,6250,78.41808760241402,122.54901960784314,
413,51,0.064%,6250,78.41808760241402,122.54901960784314,
414,51,0.064%,6250,78.41808760241402,122.54901960784314,
415,51,0.064%,6250,78.41808760241402,122.54901960784314,
416,51,0.064%,6250,78.41808760241402,122.54901960784314,
417,51,0.064%,6250,78.41808760241402,122.54901960784314,
418,51,0.064%,6250,78.41808760241402,122.54901960784314,
419,51,0.064%,6250,78.41808760241402,122.54901960784314,
420,51,0.064%,6250,78.41808760241402,122.54901960784314,
421,51,0.064%,6250,78.41808760241402,122.54901960784314,
422,51,0.064%,6250,78.41808760241402,122.54901960784314,
423,51,0.064%,6250,78.41808760241402,122.54901960784314,
424,51,0.064%,6250,78.41808760241402,122.54901960784314,
425,51,0.064%,6250,78.41808760241402,122.54901960784314,
426,51,0.064%,6250,78.41808760241402,122.54901960784314,
427,51,0.064%,6250,78.41808760241402,122.54901960784314,
428,51,0.064%,6250,78.41808760241402,122.54901960784314,
429,51,0.064%,6250,78.41808760241402,122.54901960784314,
430,51,0.064%,6250,78.41808760241402,122.54901960784314,
431,51,0.064%,6250,78.41808760241402,122.54901960784314,
432,51,0.064%,6250,78.41808760241402,122.54901960784314,
433,51,0.064%,6250,78.41808760241402,122.54901960784314,
434,51,0.064%,6250,78.41808760241402,122.54901960784314,
435,51,0.064%,6250,78.41808760241402,122.54901960784314,
436,51,0.064%,6250,78.41808760241402,122.54901960784314,
437,51,0.064%,6250,78.41808760241402,122.54901960784314,
438,51,0.064%,6250,78.41808760241402,122.54901960784314,
439,51,0.064%,6250,78.41808760241402,122.54901960784314,
440,51,0.064%,6250,78.41808760241402,122.54901960784314,
441,51,0.064%,6250,78.41808760241402,122.54901960784314,
442,51,0.064%,6250,78.41808760241402,122.54901960784314,
443,51,0.064%,6250,78.41808760241402,122.54901960784314,
444,51,0.064%,6250,78.41808760241402,122.54901960784314,
445,51,0.064%,6250,78.41808760241402,122.54901960784314,
446,51,0.064%,6250,78.41808760241402,122.54901960784314,
447,51,0.064%,6250,78.41808760241402,122.54901960784314,
448,51,0.064%,6250,78.41808760241402,122.54901960784314,
449,51,0.064%,6250,78.41808760241402,122.54901960784314,
450,51,0.064%,6250,78.41808760241402,122.54901960784314,
451,51,0.064%,6250,78.41808760241402,122.54901960784314,
452,51,0.064%,6250,78.41808760241402,122.54901960784314,
453,51,0.064%,6250,78.41808760241402,122.54901960784314,
454,51,0.064%,6250,78.41808760241402,122.54901960784314,
455,51,0.064%,6250,78.41808760241402,122.54901960784314,
456,51,0.064%,6250,78.41808760241402,122.54901960784314,
457,51,0.064%,6250,78.41808760241402,122.54901960784314,
458,51,0.064%,6250,78.41808760241402,122.54901960784314,
459,51,0.064%,6250,78.41808760241402,122.54901960784314,
460,51,0.064%,6250,78.41808760241402,122.54901960784314,
461,51,0.064%,6250,78.41808760241402,122.54901960784314,
462,51,0.064%,6250,78.41808760241402,122.54901960784314,
463,51,0.064%,6250,78.41808760241402,122.54901960784314,
464,51,0.064%,6250,78.41808760241402,122.54901960784314,
465,51,0.064%,6250,78.41808760241402,122.54901960784314,
466,51,0.064%,6250,78.41808760241402,122.54901960784314,
467,51,0.064%,6250,78.41808760241402,122.54901960784314,
468,51,0.064%,6250,78.41808760241402,122.54901960784314,
469,51,0.064%,6250,78.41808760241402,122.54901960784314,
470,51,0.064%,6250,78.41808760241402,122.54901960784314,
471,51,0.064%,6250,78.41808760241402,122.54901960784314,
472,51,0.064%,6250,78.41808760241402,122.54901960784314,
473,51,0.064%,6250,78.41808760241402,122.54901960784314,
474,51,0.064%,6250,78.41808760241402,122.54901960784314,
475,51,0.064%,6250,78.41808760241402,122.54901960784314,
476,51,0.064%,6250,78.41808760241402,122.54901960784314,
477,51,0.064%,6250,78.41808760241402,122.54901960784314,
478,51,0.064%,6250,78.41808760241402,122.54901960784314,
479,51,0.064%,6250,78.41808760241402,122.54901960784314,
480,51,0.064%,6250,78.41808760241402,122.54901960784314,
481,51,0.064%,6250,78.41808760241402,122.54901960784314,
482,51,0.064%,6250,78.41808760241402,122.54901960784314,
483,51,0.064%,6250,78.41808760241402,122.54901960784314,
484,51,0.064%,6250,78.41808760241402,122.54901960784314,
485,51,0.064%,6250,78.41808760241402,122.54901960784314,
486,51,0.064%,6250,78.41808760241402,122.54901960784314,
487,51,0.064%,6250,78.41808760241402,122.54901960784314,
488,51,0.064%,6250,78.41808760241402,122.54901960784314,
489,51,0.064%,6250,78.41808760241402,122.54901960784314,
490,51,0.064%,6250,78.41808760241402,122.54901960784314,
491,51,0.064%,6250,78.41808760241402,122.54901960784314,
492,51,0.064%,6250,78.41808760241402,122.54901960784314,
493,51,0.064%,6250,78.41808760241402,122.54901960784314,
494,51,0.064%,6250,78.41808760241402,122.54901960784314,
495,51,0.064%,6250,78.41808760241402,122.54901960784314,
496,51,0.064%,6250,78.41808760241402,122.54901960784314,
497,51,0.064%,6250,78.41808760241402,122.54901960784314,
498,51,0.064%,6250,78.41808760241402,122.54901960784314,
499,51,0.064%,6250,78.41808760241402,122.54901960784314,
